study_id,name,value
sabia_2009_ir,source,"Wage elasticity from Table 3, row ""MINWAGE"", specification 6 (1979-2004, Year effects). Employment elasticity from Table 4, row ""Min wage elasticity"", specification 6 (1979-2004, Year effects), with standard error from semi-elasticity scaled by the ratio of the elastiticy to semi-elasticity."
sabia_2009_ir,data_version,0.6.0
sbh_2012_ilrr,study,Sabia Burkhauser Hansen 2012
sbh_2012_ilrr,owe_b,-2.213
sbh_2012_ilrr,owe_se,1.275
sbh_2012_ilrr,owe_lb,-4.712
sbh_2012_ilrr,owe_ub,0.286
sbh_2012_ilrr,group,"Ages 16-29, Less than High School"
sbh_2012_ilrr,overall,0
sbh_2012_ilrr,country,US
sbh_2012_ilrr,averaged,0
sbh_2012_ilrr,owe_reported,0
sbh_2012_ilrr,published,1
sbh_2012_ilrr,authors,"Joseph J. Sabia, Richard V. Burkhauser and Benjamin Hansen"
sbh_2012_ilrr,year,2012
sbh_2012_ilrr,title,Are the Effects of Minimum Wage Increases Always Small? New Evidence from a Case Study of New York State
sbh_2012_ilrr,journal,ILR Review
sbh_2012_ilrr,url,https://doi.org/10.1177/001979391206500207
sbh_2012_ilrr,source,wage: Table 2 column 5; emp: Table 3 column 5
sbh_2012_ilrr,data_version,0.6.0
slichter_2023_jae,study,Slichter 2023
slichter_2023_jae,owe_b,-0.174
slichter_2023_jae,owe_se,0.182
slichter_2023_jae,owe_lb,-0.531
slichter_2023_jae,owe_ub,0.183
slichter_2023_jae,group,Teens
slichter_2023_jae,overall,0
slichter_2023_jae,country,US
slichter_2023_jae,averaged,1
slichter_2023_jae,owe_reported,0
slichter_2023_jae,published,1
slichter_2023_jae,authors,David Slichter
slichter_2023_jae,year,2023
slichter_2023_jae,title,The employment effects of the minimum wage: A selection ratio approach to measuring treatment effects
slichter_2023_jae,journal,Journal of Applied Econometrics
slichter_2023_jae,url,https://doi.org/10.1002/jae.2954
slichter_2023_jae,source,"Simple average of earnings and employment changes across five time period specifications, ""t"" through ""t+4"". Earnings effects from Appendix Table 6 and employment effects from Panel A of Table 2."
slichter_2023_jae,data_version,0.6.0
stewart_2004_jeea,study,Stewart 2004
stewart_2004_jeea,owe_b,0.262
stewart_2004_jeea,owe_se,0.516
stewart_2004_jeea,owe_lb,-0.749
stewart_2004_jeea,owe_ub,1.273
stewart_2004_jeea,group,Adults
stewart_2004_jeea,overall,1
stewart_2004_jeea,country,UK
stewart_2004_jeea,averaged,0
stewart_2004_jeea,owe_reported,0
stewart_2004_jeea,published,1
stewart_2004_jeea,authors,Mark B. Stewart
stewart_2004_jeea,year,2004
stewart_2004_jeea,title,The Impact of the Introduction of the U.K. Minimum Wage on the Employment Probabilities of Low-Wage Workers
stewart_2004_jeea,journal,Journal of the European Economic Association
stewart_2004_jeea,url,https://doi.org/10.1162/154247604323015481
stewart_2004_jeea,source,"Wage elasticity from Table 1, LFS actual hours, Full set of time dummies added. Employment elasticity from dividing the retentation rate percentage point change by an estimate of the average retention rate. Percentage point change in the retention rate is the simple average of Adult men and Adult women Table 2 raw linear difference-in-difference estimates, wage based on actual hours. Average retention rate of 81.4% estimated from dividing the total wage sample size in notes of Table 1 (44076) by the total employment sample size in notes of Table 2 (54165)."
stewart_2004_jeea,data_version,0.6.0
thompson_2009_ilrr,study,Thompson 2009
thompson_2009_ilrr,owe_b,-0.392
thompson_2009_ilrr,owe_se,0.161
thompson_2009_ilrr,owe_lb,-0.709
thompson_2009_ilrr,owe_ub,-0.076
thompson_2009_ilrr,group,Teens
thompson_2009_ilrr,overall,0
thompson_2009_ilrr,country,US
thompson_2009_ilrr,averaged,0
thompson_2009_ilrr,owe_reported,0
thompson_2009_ilrr,published,1
thompson_2009_ilrr,authors,Jeffrey P. Thompson
thompson_2009_ilrr,year,2009
thompson_2009_ilrr,title,Using Local Labor Market Data to Re-examine the Employment Effects of the Minimum Wage
thompson_2009_ilrr,journal,ILR Review
thompson_2009_ilrr,url,https://doi.org/10.1177/001979390906200305
thompson_2009_ilrr,source,"Wage: Table 6, column 1 row 1; Emp: Table 5, column 1 row 1"
thompson_2009_ilrr,data_version,0.6.0
totty_2017_ei,study,Totty 2017
totty_2017_ei,owe_b,-0.155
totty_2017_ei,owe_se,0.109
totty_2017_ei,owe_lb,-0.369
totty_2017_ei,owe_ub,0.058
totty_2017_ei,group,Restaurants
totty_2017_ei,overall,0
totty_2017_ei,country,US
totty_2017_ei,averaged,0
totty_2017_ei,owe_reported,0
totty_2017_ei,published,1
totty_2017_ei,authors,Evan Totty
totty_2017_ei,year,2017
totty_2017_ei,title,The Effect of Minimum Wages on Employment: A Factor Model Approach
totty_2017_ei,journal,Economic Inquiry
totty_2017_ei,url,https://doi.org/10.1111/ecin.12472
totty_2017_ei,source,"Wage: Table 9, IFE; Emp: Table 3, IFE"
totty_2017_ei,data_version,0.6.0
vergara_2023_wp,study,Vergara 2023
vergara_2023_wp,owe_b,0.446
vergara_2023_wp,owe_se,NA
vergara_2023_wp,owe_lb,NA
vergara_2023_wp,owe_ub,NA
vergara_2023_wp,group,No college degree
vergara_2023_wp,overall,1
vergara_2023_wp,country,US
vergara_2023_wp,averaged,0
vergara_2023_wp,owe_reported,0
vergara_2023_wp,published,0
vergara_2023_wp,authors,Damián Vergara
vergara_2023_wp,year,2023
vergara_2023_wp,title,Minimum Wages and Optimal Redistribution
vergara_2023_wp,journal,Working Paper
vergara_2023_wp,url,https://dvergarad.github.io/files/JMP_DV.pdf
vergara_2023_wp,source,Table CII: wage elasticity (col 3) of .083 and employment elasticity (col 6) of .037
vergara_2023_wp,data_version,0.6.0
wmr_2023_wp,study,Wiltshire McPherson Reich 2023
wmr_2023_wp,owe_b,1.2
wmr_2023_wp,owe_se,0.383
wmr_2023_wp,owe_lb,0.45
wmr_2023_wp,owe_ub,1.95
wmr_2023_wp,group,Restaurants
wmr_2023_wp,overall,0
wmr_2023_wp,country,US
wmr_2023_wp,averaged,0
wmr_2023_wp,owe_reported,1
wmr_2023_wp,published,0
wmr_2023_wp,authors,"Justin C. Wiltshire, Carl McPherson and Michael Reich"
wmr_2023_wp,year,2023
wmr_2023_wp,title,Minimum Wage Effects and Monopsony Explanations
wmr_2023_wp,journal,IRLE Working Paper
wmr_2023_wp,url,https://irle.berkeley.edu/wp-content/uploads/2023/09/Minimum-Wage-Effects-and-Monopsony-Explanations.pdf
wmr_2023_wp,source,"Table 2, Fast Food Workers, panel B"
wmr_2023_wp,data_version,0.6.0
wursten_2020_wp,study,Wursten 2020
wursten_2020_wp,owe_b,-0.221
wursten_2020_wp,owe_se,0.15
wursten_2020_wp,owe_lb,-0.515
wursten_2020_wp,owe_ub,0.074
wursten_2020_wp,group,Restaurants
wursten_2020_wp,overall,0
wursten_2020_wp,country,US
wursten_2020_wp,averaged,0
wursten_2020_wp,owe_reported,0
wursten_2020_wp,published,0
wursten_2020_wp,authors,Jesse Wursten
wursten_2020_wp,year,2020
wursten_2020_wp,title,Is Politics the Missing Piece of the Minimum Wage Puzzle?
wursten_2020_wp,journal,Working Paper
wursten_2020_wp,url,http://dx.doi.org/10.13140/RG.2.2.14177.20329
wursten_2020_wp,source,"wage = Table 5, panel A, column 5; emp = table 2, panel B, column 1"
wursten_2020_wp,data_version,0.6.0
wursten_2021_wp,study,Wursten 2021
wursten_2021_wp,owe_b,-0.269
wursten_2021_wp,owe_se,0.162
wursten_2021_wp,owe_lb,-0.587
wursten_2021_wp,owe_ub,0.049
wursten_2021_wp,group,Restaurants
wursten_2021_wp,overall,0
wursten_2021_wp,country,US
wursten_2021_wp,averaged,0
wursten_2021_wp,owe_reported,0
wursten_2021_wp,published,0
wursten_2021_wp,authors,Jesse Wursten
wursten_2021_wp,year,2021
wursten_2021_wp,title,Estimating the earnings and employment effects of the minimum wage through differences in exposure across US counties
wursten_2021_wp,journal,Working Paper
wursten_2021_wp,url,https://www.dropbox.com/s/2f5j0mjyama8q0p/CAMWE_draft36.pdf?dl=0
wursten_2021_wp,source,"wage & emp = p.21, standard errors from author by email"
wursten_2021_wp,data_version,0.6.0
wr_2023_le,study,Wursten and Reich 2023a
wr_2023_le,owe_b,0.003
wr_2023_le,owe_se,0.01
wr_2023_le,owe_lb,-0.016
wr_2023_le,owe_ub,0.022
wr_2023_le,group,Overall
wr_2023_le,overall,1
wr_2023_le,country,US
wr_2023_le,averaged,1
wr_2023_le,owe_reported,1
wr_2023_le,published,1
wr_2023_le,authors,Jesse Wursten and Michael Reich
wr_2023_le,year,2023
wr_2023_le,title,Racial inequality in frictional labor markets: Evidence from minimum wages
wr_2023_le,journal,Labour Economics
wr_2023_le,url,https://doi.org/10.1016/j.labeco.2023.102344
wr_2023_le,source,Weighted average of HSOL < $20 OWEs in Table E4 using shares in Table 2
wr_2023_le,data_version,0.6.0
wr_2023_wp,study,Wursten and Reich 2023b
wr_2023_wp,owe_b,-0.241
wr_2023_wp,owe_se,0.182
wr_2023_wp,owe_lb,-0.598
wr_2023_wp,owe_ub,0.116
wr_2023_wp,group,"Restaurants, Teens, ages 19-21, Groceries"
wr_2023_wp,overall,0
wr_2023_wp,country,US
wr_2023_wp,averaged,1
wr_2023_wp,owe_reported,0
wr_2023_wp,published,0
wr_2023_wp,authors,Jesse Wursten and Michael Reich
wr_2023_wp,year,2023
wr_2023_wp,title,Small Business and the Minimum Wage
wr_2023_wp,journal,ILRE Working Paper
wr_2023_wp,url,https://irle.berkeley.edu/wp-content/uploads/2023/03/Small-Businesses-and-the-Minimum-Wage-3-14-23.pdf
wr_2023_wp,source,"Weighted average of three wage and employment elasticities for restaurants, teens, and young adults, where the weights are the ""Group size in 2019Q4"": Restaurants, Table 3, Firm size All; Teens 14-18, Table 5, Firm size All; Young adults 19-21, Table 6, Firm Size All."
wr_2023_wp,data_version,0.6.0
zavodny_2000_le,study,Zavodny 2000
zavodny_2000_le,owe_b,-0.174
zavodny_2000_le,owe_se,0.896
zavodny_2000_le,owe_lb,-1.93
zavodny_2000_le,owe_ub,1.582
zavodny_2000_le,group,Teens
zavodny_2000_le,overall,0
zavodny_2000_le,country,US
zavodny_2000_le,averaged,0
zavodny_2000_le,owe_reported,0
zavodny_2000_le,published,1
zavodny_2000_le,authors,Madeline Zavodny
zavodny_2000_le,year,2000
zavodny_2000_le,title,The Effect of the Minimum Wage on Employment and Hours
zavodny_2000_le,journal,Labour Economics
zavodny_2000_le,url,https://doi.org/10.1016/S0927-5371(00)00021-X
zavodny_2000_le,source,"Employment elasticity from Table 1, specification 1, row ""Log of real minimum wage"". Hourly wage semi-elasticity estimate and standard error from Table 1, specification 7, row ""Log of real minimum wage"", divided by 5.68, reported in Table 2 for the Total sample as the ""Average real hourly wage in the first year""."
zavodny_2000_le,data_version,0.6.0
